country,city,gender,ethnicity,animal_type
United States,Dayton,Male,Tohono O'Odham,rabbit
China,Lixin,Male,Native Hawaiian,cat
China,Touying,Female,Chippewa,rabbit
China,Baqiao,Male,Creek,rabbit
China,Jiucheng,Female,Ecuadorian,elephant
United States,Akron,Female,Spaniard,dog
China,Kunyang,Female,Ecuadorian,rabbit
United States,Wichita,Male,Shoshone,elephant
Brazil,Costa Rica,Female,Colville,dog
China,Qukuhu,Male,Pueblo,dog
China,Dayou,Male,Osage,elephant
United States,Scottsdale,Male,Puerto Rican,cat
Brazil,Ouro Branco,Male,Honduran,horse
China,Youxi,Male,Samoan,rabbit
Brazil,Carmo do Cajuru,Female,Cuban,horse
China,Gushi,Male,Panamanian,cat
China,Dangjiaxian,Female,American Indian,dog
China,Wangyi Zhendian,Female,Creek,rabbit
China,Lianzhou,Male,Filipino,elephant
China,Yajin,Female,Potawatomi,elephant
China,Longchi,Female,Apache,cat
China,Songjiang,Male,Sioux,horse
Brazil,Presidente Prudente,Female,Chippewa,elephant
China,Nantian,Female,Iroquois,horse
China,Fengshan,Male,Samoan,elephant
China,Dananyu,Female,Navajo,dog
United States,Norfolk,Female,Vietnamese,horse
China,Bacun,Female,Yakama,dog
China,Wujian,Male,Honduran,dog
China,Chuangwang,Female,Bolivian,rabbit
China,Wangcheng,Male,Asian Indian,elephant
Brazil,Baixo Guandu,Female,Nicaraguan,elephant
China,Chengguan,Female,Tohono O'Odham,elephant
China,Shouchang,Female,Choctaw,horse
Brazil,Cabreúva,Female,Cambodian,horse
China,Anfusi,Male,Polynesian,cat
China,Chixi,Female,Central American,cat
United States,Erie,Female,Tongan,rabbit
Brazil,Tucumã,Female,Yuman,dog
China,Shaowu,Female,Taiwanese,elephant
China,Qitai,Female,Seminole,cat
China,Zhenxi,Male,Native Hawaiian,elephant
China,Heqing,Male,Korean,dog
Brazil,São Luís de Montes Belos,Male,Ute,rabbit
China,Laifang,Female,Cheyenne,dog
China,Datan,Female,Panamanian,elephant
China,Xinsheng,Female,Delaware,cat
China,Wugong,Male,Colville,horse
Brazil,São Sepé,Female,Paraguayan,rabbit
United States,Minneapolis,Male,Fijian,dog
Canada,Sydney Mines,Male,Venezuelan,rabbit
China,Dingcheng,Male,Costa Rican,horse
China,Shijiazhuang,Female,Kiowa,elephant
Brazil,Gravataí,Male,Vietnamese,cat
China,Heku,Male,Dominican (Dominican Republic),cat
China,Daminggong,Male,American Indian and Alaska Native (AIAN),elephant
Brazil,São Sebastião do Passé,Female,Iroquois,rabbit
China,Baojia,Male,Iroquois,cat
China,Gusang,Female,Navajo,elephant
China,Waitun,Female,Paiute,cat
China,Chengshan,Male,Comanche,horse
China,Baishi,Female,Indonesian,cat
China,Zhongzuiling,Male,Shoshone,dog
China,Huangpu,Female,Argentinian,elephant
China,Guanshui,Male,Dominican (Dominican Republic),rabbit
China,Jinping,Female,Yakama,rabbit
China,Lezhu,Female,Choctaw,cat
China,Liuhuang,Male,Melanesian,dog
China,Lukou,Male,Pima,horse
China,Chuanbu,Female,Yaqui,horse
United States,Palatine,Male,Yakama,cat
China,Laoxingchang,Male,Chippewa,elephant
Brazil,Cururupu,Male,Japanese,rabbit
United States,Philadelphia,Female,Delaware,elephant
Brazil,Campo Formoso,Female,Indonesian,horse
China,Qingxi,Male,Osage,cat
Brazil,Belo Horizonte,Male,Polynesian,elephant
China,Zhuping,Male,Guatemalan,elephant
China,Longcheng,Male,Hmong,rabbit
China,Xijiang,Female,Alaskan Athabascan,horse
China,Nancheng,Male,Yakama,rabbit
China,Xiabuji,Male,Sri Lankan,elephant
China,Qiongshan,Male,Black or African American,rabbit
China,Tuohua,Female,Nicaraguan,horse
China,Wenshang,Female,Venezuelan,horse
China,Longshan,Female,Panamanian,rabbit
China,Longzhong,Male,Uruguayan,horse
China,Zhujiachang,Female,Chilean,elephant
Brazil,Bacabal,Female,Potawatomi,rabbit
Brazil,Charqueadas,Female,Native Hawaiian and Other Pacific Islander (NHPI),cat
China,Majie,Male,Korean,rabbit
Brazil,Paraíba do Sul,Male,Cherokee,cat
Canada,Okotoks,Male,Aleut,horse
China,Tiancheng,Female,Sri Lankan,horse
China,Daping,Male,Paiute,dog
China,Hongde,Male,Argentinian,cat
China,Liujia,Male,Asian Indian,cat
China,Shuishi,Male,Cambodian,elephant
Brazil,Anicuns,Female,Colville,cat
China,Yudai,Male,Comanche,cat
China,Longfengshan,Female,Osage,cat
Brazil,Ibiporã,Male,Asian Indian,elephant
China,Ulashan,Female,Osage,rabbit
China,Shaxi,Female,Aleut,elephant
United States,Whittier,Female,Lumbee,horse
China,Jiaomingsi,Female,Paiute,rabbit
Brazil,Corumbá,Female,Taiwanese,elephant
Canada,Nakusp,Female,Tlingit-Haida,cat
Brazil,Taquarituba,Female,Chilean,rabbit
United States,Honolulu,Female,Blackfeet,dog
Brazil,Dom Pedrito,Female,Ecuadorian,dog
Brazil,Palotina,Male,Colville,elephant
China,Baiyinnuole,Male,Guamanian,cat
China,Yanxi,Male,Chamorro,dog
China,Huaibei,Female,Cheyenne,horse
China,Chabu,Female,Chinese,cat
China,Jindou,Male,Native Hawaiian and Other Pacific Islander (NHPI),cat
Brazil,Ruy Barbosa,Male,Bolivian,elephant
China,Tangping,Male,Tlingit-Haida,rabbit
Brazil,Penedo,Male,Guamanian,horse
Canada,Waterloo,Female,Eskimo,rabbit
China,Baoziba,Female,Costa Rican,cat
China,Huayuanli,Male,Crow,elephant
China,Changhao,Female,Filipino,rabbit
China,Gaoxing,Female,Blackfeet,horse
China,Jiangwei,Male,Alaskan Athabascan,horse
China,Xuanhua,Female,Osage,dog
China,Fuxing,Female,Costa Rican,cat
Brazil,Guaçuí,Female,Black or African American,elephant
China,Xinmin,Female,Fijian,horse
Brazil,Taubaté,Female,Potawatomi,cat
China,Huanshi,Female,Costa Rican,horse
China,Jincang,Female,Paiute,horse
Brazil,Maués,Male,Venezuelan,elephant
China,Zhangting,Male,Paiute,horse
China,Dogarmo,Male,Eskimo,rabbit
China,Xambabazar,Female,Tongan,elephant
Brazil,Aragarças,Male,Micronesian,horse
United States,Evansville,Male,Spaniard,horse
China,Taobei,Male,Korean,horse
China,Xinkai,Female,Honduran,horse
United States,Milwaukee,Female,Delaware,cat
China,Sanjiang,Male,Peruvian,elephant
China,Yuejin,Female,Creek,horse
China,Liaoyang,Female,Guatemalan,cat
China,Duqiao,Male,Malaysian,rabbit
China,Zhuanshui,Female,Hmong,elephant
China,Zhongfang,Male,Filipino,dog
Brazil,Curvelo,Male,Cambodian,cat
China,Dongzaogang,Female,Filipino,rabbit
China,Pumaqangtang,Male,Blackfeet,dog
Brazil,Iturama,Male,Central American,dog
China,Hezhi,Female,Asian Indian,elephant
Canada,Jasper Park Lodge,Female,Tohono O'Odham,rabbit
China,Xinqiao,Female,Navajo,cat
China,Liantan,Male,Hmong,elephant
Brazil,Itaúna,Female,Cree,elephant
China,Mingguang,Female,Thai,rabbit
United States,Trenton,Male,Latin American Indian,elephant
China,Fengcheng,Female,Bolivian,elephant
China,Lincheng,Male,Cree,dog
China,Minggang,Female,Ottawa,cat
Brazil,Correntina,Female,Bangladeshi,cat
China,Xiaohenglong,Male,Panamanian,horse
China,Bandong,Female,Sioux,dog
China,Guyang,Female,Shoshone,dog
China,Haibeitou,Male,Choctaw,horse
China,Liandu,Female,Malaysian,rabbit
Brazil,Ferraz de Vasconcelos,Female,Iroquois,elephant
Brazil,Cachoeira,Female,Choctaw,horse
Brazil,Teresópolis,Male,Chinese,horse
Canada,London,Female,Guatemalan,rabbit
China,Longtanhe,Male,Ottawa,elephant
China,Fengcun,Male,Japanese,horse
China,Suban,Male,Navajo,cat
Brazil,Braço do Norte,Male,Argentinian,cat
China,Gangmian,Female,Kiowa,dog
United States,Pueblo,Male,Polynesian,horse
China,Tanggan,Female,Taiwanese,cat
Brazil,Monte Azul Paulista,Female,Latin American Indian,rabbit
China,Gaoguan,Female,Pueblo,elephant
China,Chengzhong,Female,Panamanian,rabbit
China,Dayu,Male,Native Hawaiian,cat
United States,Bakersfield,Male,Filipino,elephant
United States,Seattle,Male,Vietnamese,horse
China,Zhuyu,Male,Polynesian,rabbit
United States,Florence,Female,White,rabbit
China,Hezheng Chengguanzhen,Female,Tongan,rabbit
China,Yangjingziwan,Male,Crow,rabbit
China,Xiayang,Male,Thai,dog
United States,Yonkers,Male,Fijian,elephant
China,Nanqiao,Male,Tohono O'Odham,rabbit
China,Yuanhou,Female,Blackfeet,dog
China,Longbu,Female,Chamorro,dog
China,Huanggang,Male,Aleut,rabbit
United States,Atlanta,Male,Tongan,rabbit
Brazil,Porangatu,Male,American Indian and Alaska Native (AIAN),elephant
China,Hutou,Male,Puerto Rican,cat
China,Xinbao,Male,Samoan,horse
China,Xiayunling,Male,Navajo,cat
Brazil,Nova Granada,Female,Apache,dog
China,Zoumachang,Male,Bolivian,cat
China,Zengji,Male,American Indian and Alaska Native (AIAN),rabbit
China,Chengjiang,Male,Mexican,elephant
Canada,Milton,Male,Houma,dog
China,Youhua,Male,Central American,elephant
China,Wan’an,Male,Honduran,horse
United States,Austin,Female,Cheyenne,elephant
China,Leiyang,Male,Taiwanese,cat
China,Yinchuan,Female,Crow,elephant
China,Wutumeiren,Male,Choctaw,dog
Brazil,Mari,Female,Guamanian,cat
China,Peishe,Male,Polynesian,dog
China,Tumu’ertai,Female,Laotian,elephant
China,Heishan,Male,Lumbee,rabbit
China,Pingqiao,Male,Navajo,rabbit
Brazil,Florestópolis,Male,Cheyenne,elephant
China,Yuhuang,Male,Guatemalan,dog
Brazil,Pinheiro,Female,Yaqui,horse
China,Qingfeng,Male,Honduran,horse
United States,Erie,Male,Dominican (Dominican Republic),elephant
China,Zeguo,Female,Crow,elephant
China,Chencun,Male,Chickasaw,cat
China,Kuangshan,Female,Crow,rabbit
China,Chengxi,Female,Native Hawaiian,cat
China,Longcheng,Female,Creek,elephant
China,Jiantiao,Female,South American,elephant
China,Nanhe,Female,Guatemalan,dog
China,Zaoshi,Male,American Indian,cat
China,Acheng,Male,Black or African American,horse
China,Huatai,Male,Malaysian,rabbit
United States,Wilmington,Female,Samoan,rabbit
China,Qingu,Female,Sioux,rabbit
Brazil,Corupá,Male,Venezuelan,rabbit
China,Tuguanpu,Male,Cherokee,rabbit
Brazil,Araruama,Male,Chamorro,horse
China,Zengtian,Female,Hmong,dog
China,Yangxipu,Female,Cree,dog
China,Cangyou,Male,Choctaw,horse
Brazil,Porto Real,Male,Indonesian,horse
China,Huangshi,Female,Lumbee,rabbit
China,Xiapu,Male,Sioux,cat
China,Changshan,Female,Alaska Native,horse
China,Pingyao,Male,Chickasaw,horse
China,Xihanling,Female,Bangladeshi,dog
China,Fasi,Female,Iroquois,elephant
China,Lirang,Male,Seminole,horse
Brazil,Flores da Cunha,Female,Eskimo,cat
China,Qingzhou,Male,Mexican,horse
China,Lianshi,Female,Apache,cat
China,Dukou,Female,Cherokee,rabbit
Brazil,Lagoa Vermelha,Female,South American,dog
Canada,Swan Hills,Female,Delaware,cat
Canada,Saint-Rémi,Male,Samoan,elephant
China,Jinghai,Male,Micronesian,elephant
China,Shangyi,Male,Tlingit-Haida,horse
Brazil,Nossa Senhora do Socorro,Female,Chinese,dog
China,Dongjiao,Male,Colville,cat
United States,Colorado Springs,Female,Native Hawaiian,elephant
China,Xinmatou,Male,Laotian,cat
China,Guashe,Female,Argentinian,elephant
China,Yangzhuang,Male,Vietnamese,cat
China,Baixi,Male,Eskimo,dog
China,Gaoping,Female,White,horse
China,Fenglin,Male,Salvadoran,rabbit
China,Qingshan,Female,Sioux,rabbit
United States,Las Vegas,Male,Houma,elephant
China,Yajiang,Female,Asian,dog
China,Lianshan,Female,Apache,rabbit
China,Daqiao,Female,Vietnamese,dog
China,Xintang,Male,Cheyenne,horse
China,Gonghe,Male,Tongan,cat
Brazil,Barreirinhas,Female,Tlingit-Haida,dog
United States,Alexandria,Female,Salvadoran,dog
China,Jianrao,Female,Micronesian,cat
Brazil,Caçapava do Sul,Female,Native Hawaiian and Other Pacific Islander (NHPI),elephant
China,Wenshui,Male,Guamanian,cat
United States,Santa Monica,Female,Yaqui,dog
Brazil,Mairiporã,Male,Hmong,dog
China,Yangjiang,Female,Latin American Indian,cat
United States,Reston,Male,Navajo,rabbit
Brazil,Chã Grande,Male,Japanese,horse
China,Lile,Male,Filipino,dog
Brazil,Francisco Morato,Female,Alaska Native,rabbit
China,Taiping,Female,Filipino,elephant
Brazil,Campo Belo,Female,Native Hawaiian and Other Pacific Islander (NHPI),dog
China,Limen,Female,Chickasaw,horse
China,Tuojiang,Male,American Indian and Alaska Native (AIAN),dog
China,Aozai,Male,Eskimo,rabbit
China,Ning’an,Female,Melanesian,dog
United States,Louisville,Male,Ute,dog
United States,Lakeland,Female,Mexican,elephant
Brazil,Cosmópolis,Male,Guamanian,elephant
China,Dahewan,Female,Tlingit-Haida,rabbit
China,Longquan,Female,Chickasaw,cat
China,Annan,Female,Chinese,cat
China,Hongsi,Male,Native Hawaiian and Other Pacific Islander (NHPI),dog
Brazil,Jeremoabo,Male,Houma,dog
China,Dagur,Female,Menominee,elephant
United States,Hartford,Male,Native Hawaiian and Other Pacific Islander (NHPI),horse
China,Wucheng,Male,Chinese,rabbit
China,Jiuchi,Female,Seminole,rabbit
China,Liangnong,Male,Dominican (Dominican Republic),horse
China,Zhujiatai,Female,Apache,elephant
China,Jieduo,Female,Pakistani,rabbit
Brazil,Vitória da Conquista,Female,Paiute,rabbit
China,Xijiang,Male,Latin American Indian,cat
China,Puyuan,Female,Chilean,rabbit
China,Tianjiazhai,Female,Chilean,rabbit
Brazil,Morro Agudo,Female,Ecuadorian,rabbit
China,Baiguan,Male,Alaskan Athabascan,cat
Brazil,Dois Córregos,Female,Bangladeshi,rabbit
China,Yangliu,Male,Peruvian,elephant
China,Tuqiao,Male,Pima,horse
China,Luozhuang,Male,Bolivian,elephant
China,Mugan,Male,South American,horse
China,Hekou,Female,Thai,cat
China,Zhonglong,Female,Salvadoran,rabbit
China,Donggaohuang,Male,Yaqui,dog
Canada,Greenwood,Male,Paiute,rabbit
Brazil,Natividade,Female,Micronesian,dog
China,Jiufeng,Male,Alaska Native,dog
Brazil,Itajaí,Female,Paiute,cat
China,Baozi,Female,Alaskan Athabascan,cat
China,Gulai,Male,Chamorro,cat
China,Hexia,Female,Yuman,dog
Canada,Ashcroft,Male,Central American,elephant
China,Quxi,Female,Potawatomi,horse
China,Wangshi,Male,Micronesian,horse
Brazil,Almenara,Female,American Indian and Alaska Native (AIAN),dog
China,Shangyang,Male,Chilean,cat
China,Jianxin,Female,Cherokee,dog
China,Hengduo,Female,Chippewa,rabbit
China,Jincun,Male,Yakama,cat
China,Shanghu,Male,Costa Rican,cat
China,Lang,Male,Chickasaw,cat
China,Shaozhai,Male,Korean,horse
China,Shiyuan,Female,Spaniard,cat
China,Beiyang,Male,Cuban,cat
United States,Sunnyvale,Male,Argentinian,cat
China,Xiaohenglong,Female,Malaysian,horse
China,Tielu,Female,Cuban,dog
China,Changling,Male,Spaniard,rabbit
Brazil,Dom Pedro,Male,Cuban,elephant
Brazil,Massaranduba,Female,American Indian,rabbit
China,Huangcaotuo,Male,Paraguayan,rabbit
China,Yueyahe,Male,Mexican,horse
Brazil,Santo Antônio de Pádua,Male,Cuban,dog
China,Qinglian,Female,Guamanian,cat
China,Fuzihe,Female,Delaware,elephant
China,Shixiang,Male,Bolivian,dog
China,Pingxiang,Female,Indonesian,elephant
China,Fuxing,Female,Sioux,elephant
Brazil,Caçador,Male,Menominee,elephant
China,Banqiaodian,Male,Micronesian,cat
China,Shilong,Female,Eskimo,cat
Brazil,Aracruz,Male,Ecuadorian,elephant
China,Tanshan,Female,Sioux,elephant
China,Yanjiang,Female,Iroquois,horse
China,Xindu,Male,Micronesian,rabbit
Brazil,Baixo Guandu,Female,Laotian,horse
China,Wushan,Female,Houma,cat
China,Huangdimiao,Female,Houma,horse
United States,Palatine,Female,Mexican,cat
China,Tangzi,Female,Pakistani,cat
United States,Honolulu,Male,Sri Lankan,rabbit
Canada,Gjoa Haven,Female,Malaysian,horse
China,Dogarmo,Female,Polynesian,cat
China,Duotian,Female,Blackfeet,horse
China,Shuangchahe,Male,Sioux,cat
China,Bianzhuang,Male,Nicaraguan,elephant
China,Chimen,Female,Tongan,horse
China,Xinshidu,Female,Bolivian,horse
China,Fubin,Female,Vietnamese,dog
United States,Newport News,Male,Melanesian,elephant
China,Denglong,Female,Honduran,rabbit
China,Zhuangxing,Male,Vietnamese,cat
China,Qianyou,Male,Pueblo,elephant
Brazil,São Paulo,Female,Vietnamese,rabbit
China,Xishan,Male,American Indian and Alaska Native (AIAN),dog
Brazil,Presidente Dutra,Male,Bangladeshi,horse
China,Minji,Male,Crow,rabbit
China,Chengxiang,Female,Colombian,cat
China,Shahe,Female,Menominee,horse
Brazil,Cachoeiro de Itapemirim,Female,Argentinian,rabbit
China,Baoli,Female,Black or African American,rabbit
Canada,Saskatoon,Female,Yakama,horse
China,Shuishiying,Male,Chilean,elephant
Brazil,Guará,Female,Nicaraguan,horse
China,Degan,Female,Cambodian,elephant
China,Hangzhou,Female,Chickasaw,dog
China,Wudian,Male,Choctaw,rabbit
China,Longyuanba,Male,Tongan,horse
China,Jiantianjie,Female,Creek,horse
Brazil,Jacareí,Male,Alaskan Athabascan,elephant
China,Yangchengzhuang,Male,Yakama,rabbit
China,Changxingbao,Female,Chinese,elephant
China,Guli,Female,Tlingit-Haida,elephant
China,Axili,Male,Delaware,dog
China,Guanyinge,Male,Houma,horse
United States,Bakersfield,Male,Mexican,cat
China,Gaotuo,Male,Puget Sound Salish,dog
Brazil,Campo Mourão,Male,Aleut,dog
China,Xiniu,Female,Mexican,dog
Brazil,Jequié,Female,Korean,cat
China,Lin’an,Female,Vietnamese,rabbit
Brazil,Nova Venécia,Male,Chinese,elephant
Canada,Lac-Mégantic,Male,Paraguayan,dog
China,Kuilehe,Male,Filipino,elephant
China,Mubo,Male,Indonesian,elephant
China,Daming,Male,Fijian,elephant
China,Luobuqiongzi,Male,Delaware,cat
China,Mufushan,Male,Lumbee,horse
Brazil,Balneário Camboriú,Male,Dominican (Dominican Republic),elephant
Brazil,Iúna,Female,Uruguayan,horse
China,Baoxu,Female,Malaysian,elephant
Brazil,Manaus,Female,Chippewa,horse
China,Hailin,Female,Chickasaw,cat
China,Muyuzi,Male,Melanesian,elephant
China,Lengji,Male,Costa Rican,rabbit
China,Lugouqiao,Male,Puget Sound Salish,dog
China,Laixi,Male,Pueblo,elephant
China,Yangjiao,Male,South American,dog
Brazil,Morrinhos,Female,Ute,rabbit
China,Guyang,Male,Guatemalan,horse
China,Nanjing,Female,Apache,cat
China,Jinglou,Male,Fijian,cat
United States,Torrance,Male,Indonesian,cat
China,Xiagong,Male,Chilean,cat
Brazil,Itinga,Male,Salvadoran,rabbit
China,Shixi,Female,Guamanian,dog
China,Wangqingtuo,Female,Ute,horse
China,Taizhou,Female,Yaqui,horse
Brazil,Valinhos,Male,Spaniard,cat
United States,Seattle,Male,Malaysian,dog
United States,San Jose,Female,Melanesian,horse
China,Baojia,Female,Polynesian,dog
China,Chengxiang,Female,Vietnamese,cat
China,Zhitang,Female,White,dog
United States,Honolulu,Male,Panamanian,cat
China,Hushan,Female,Bolivian,cat
China,Dongfu,Male,Chamorro,rabbit
China,Xinfeng,Male,Sioux,elephant
China,Weiting,Female,Creek,horse
Brazil,Itabuna,Male,Asian Indian,horse
Brazil,Santa Helena de Goiás,Female,Tongan,elephant
China,Yongyang,Female,Pueblo,elephant
China,Erlangkou,Female,Bolivian,cat
China,Zhonghe,Female,Apache,dog
China,Lantian,Male,Mexican,dog
China,Dongbian,Male,Osage,cat
China,Qingqu,Female,Choctaw,rabbit
Brazil,Bataiporã,Female,Yuman,cat
United States,Saint Louis,Male,Mexican,rabbit
China,Bangxi,Female,Laotian,cat
China,Xiamao,Female,Chilean,elephant
China,Jagdaqi,Female,Chippewa,dog
China,Limushan,Male,Polynesian,rabbit
China,Maying,Male,Houma,dog
China,Yongxing,Male,Pakistani,dog
China,Gurinai,Female,Alaskan Athabascan,elephant
United States,Anaheim,Male,Ute,rabbit
United States,Champaign,Female,Hmong,elephant
China,Xufeng,Female,Nicaraguan,cat
Brazil,Crato,Female,Japanese,rabbit
China,Qixing,Male,Puerto Rican,elephant
China,Zhichanghe,Female,Cree,horse
China,Shuangxikou,Male,Peruvian,rabbit
China,Mozhong,Male,Pueblo,dog
China,Zhoujiang,Female,Mexican,cat
Brazil,Três Pontas,Female,Dominican (Dominican Republic),elephant
China,Yanggang,Male,Honduran,horse
Brazil,Colombo,Female,Apache,horse
United States,Wilmington,Female,Uruguayan,cat
Brazil,Serra,Male,Latin American Indian,cat
Brazil,Capim Grosso,Female,Hmong,elephant
China,Daping,Female,Alaska Native,cat
United States,Oceanside,Female,Aleut,dog
China,Huping,Female,American Indian,horse
China,Hongmiao,Male,Latin American Indian,rabbit
China,Shangjiangxu,Male,Alaskan Athabascan,rabbit
China,Zhoupi,Male,Ute,rabbit
China,Oroqen Zizhiqi,Female,Micronesian,elephant
China,Shuikou,Female,Latin American Indian,elephant
Brazil,Marília,Male,Chippewa,horse
China,Wanghu,Male,Puerto Rican,cat
China,Honglan,Female,Yaqui,horse
China,Kaiyuan,Male,Pima,rabbit
Brazil,Limoeiro do Norte,Male,Fijian,cat
